Timestamp,Price (RMB/MWh),TotalDemand (MW),LoadForecast (MW),Temperature (°C),Humidity (%),WindSpeed (m/s),SolarIrradiance (W/m²),HydroGeneration (MW),WindGeneration (MW),SolarGeneration (MW),CoalGeneration (MW),GasGeneration (MW),PreviousPrice_lag1,PreviousPrice_lag2,RollingMean_3h,RollingStd_3h,DayOfWeek,HourOfDay,HolidayFlag,RenewableShare (%)
7/1/24 06:00,81.88,4289.0,4280.207279778397,25.8,56.5,7.7,893.0,507.0,376.0,213.0,1209.0,802.0,82.17,82.82,82.29,0.48,1,6,False,25.55
7/1/24 07:00,81.88,4168.0,4251.073508286401,24.6,62.5,4.0,754.0,508.0,362.0,204.0,1163.0,791.0,81.88,82.17,81.98,0.17,1,7,False,25.77
7/1/24 08:00,79.62,4315.0,4316.044324414798,22.1,57.3,5.6,760.0,476.0,362.0,220.0,1182.0,766.0,81.88,81.88,81.13,1.3,1,8,False,24.52
7/1/24 09:00,81.25,4241.0,4252.535045285934,24.6,53.2,4.4,756.0,507.0,347.0,211.0,1134.0,728.0,79.62,81.88,80.92,1.17,1,9,False,25.11
7/1/24 10:00,81.17,4533.0,4469.991761741371,24.0,61.9,4.0,836.0,487.0,384.0,194.0,1207.0,771.0,81.25,79.62,80.68,0.92,1,10,False,23.49
7/1/24 11:00,78.96,4465.0,4434.181929598026,23.4,55.9,5.0,822.0,453.0,365.0,191.0,1255.0,835.0,81.17,81.25,80.46,1.3,1,11,False,22.6
7/1/24 12:00,83.92,4290.0,4271.240180983803,23.8,59.7,5.2,792.0,518.0,374.0,206.0,1146.0,788.0,78.96,81.17,81.35,2.48,1,12,False,25.59
7/1/24 13:00,80.93,4578.0,4562.114245162188,25.1,54.7,8.5,754.0,480.0,356.0,211.0,1169.0,795.0,83.92,78.96,81.27,2.5,1,13,False,22.87
7/1/24 14:00,77.4,4446.0,4510.082189750188,26.3,53.9,4.8,805.0,478.0,378.0,228.0,1224.0,819.0,80.93,83.92,80.75,3.26,1,14,True,24.38
7/1/24 15:00,80.9,4310.0,4337.884553036256,25.3,57.6,3.6,722.0,488.0,360.0,224.0,1259.0,853.0,77.4,80.93,79.74,2.03,1,15,False,24.87
7/1/24 16:00,77.43,4087.0,4031.4271021531486,24.4,57.2,5.3,807.0,501.0,370.0,189.0,1122.0,838.0,80.9,77.4,78.58,2.01,1,16,False,25.94
7/1/24 17:00,80.76,4560.0,4572.3252389216,25.4,59.6,2.5,843.0,495.0,385.0,198.0,1187.0,768.0,77.43,80.9,79.7,1.96,1,17,False,23.64
7/1/24 18:00,81.3,4187.0,4211.911087424839,24.5,55.9,4.9,736.0,507.0,384.0,213.0,1209.0,739.0,80.76,77.43,79.83,2.1,1,18,False,26.37
7/1/24 19:00,77.14,4155.0,4212.007451926063,24.3,48.1,5.0,722.0,470.0,372.0,221.0,1189.0,867.0,81.3,80.76,79.73,2.26,1,19,False,25.58
7/1/24 20:00,80.51,4416.0,4495.027034328418,23.8,55.2,6.0,877.0,482.0,346.0,218.0,1069.0,864.0,77.14,81.3,79.65,2.21,1,20,False,23.69
7/1/24 21:00,79.22,4552.0,4501.245290408607,23.2,61.3,6.2,767.0,495.0,418.0,198.0,1217.0,801.0,80.51,77.14,78.96,1.7,1,21,False,24.41
7/1/24 22:00,79.84,4441.0,4400.457124439483,24.6,55.9,4.4,853.0,535.0,400.0,174.0,1267.0,756.0,79.22,80.51,79.86,0.65,1,22,False,24.97
7/1/24 23:00,81.79,4353.0,4290.1211070542695,25.1,56.2,4.8,788.0,495.0,385.0,179.0,1196.0,823.0,79.84,79.22,80.28,1.34,1,23,False,24.33
8/1/24 00:00,77.31,4350.0,4338.299007044651,24.8,62.4,4.1,787.0,519.0,363.0,204.0,1137.0,790.0,81.79,79.84,79.65,2.25,2,0,True,24.97
8/1/24 01:00,76.1,4369.0,4392.317918722317,24.5,53.9,3.6,816.0,498.0,372.0,205.0,1162.0,789.0,77.31,81.79,78.4,3.0,2,1,False,24.61
8/1/24 02:00,75.63,4354.0,4403.366725829455,24.0,49.8,5.4,749.0,488.0,366.0,176.0,1275.0,819.0,76.1,77.31,76.35,0.87,2,2,False,23.66
8/1/24 03:00,75.59,4300.0,4296.202448817874,25.5,56.7,3.5,799.0,493.0,393.0,199.0,1231.0,802.0,75.63,76.1,75.77,0.28,2,3,False,25.23
8/1/24 04:00,76.87,4276.0,4260.007623837258,23.6,55.2,4.5,772.0,495.0,379.0,210.0,1217.0,755.0,75.59,75.63,76.03,0.73,2,4,False,25.35
8/1/24 05:00,77.52,4253.0,4260.5878996124375,25.6,52.8,3.8,724.0,510.0,363.0,174.0,1202.0,781.0,76.87,75.59,76.66,0.98,2,5,False,24.62
8/1/24 06:00,77.2,4177.0,4135.242854918499,23.9,56.8,5.7,805.0,526.0,368.0,219.0,1150.0,810.0,77.52,76.87,77.2,0.33,2,6,False,26.65
8/1/24 07:00,78.11,4218.0,4322.476936084739,24.1,60.1,7.2,774.0,506.0,392.0,189.0,1172.0,805.0,77.2,77.52,77.61,0.46,2,7,False,25.77
8/1/24 08:00,76.3,4070.0,3989.616948644097,23.4,57.7,3.4,778.0,522.0,399.0,222.0,1177.0,796.0,78.11,77.2,77.2,0.91,2,8,False,28.08
8/1/24 09:00,78.99,4223.0,4232.237028944786,24.3,59.3,2.8,723.0,480.0,399.0,185.0,1208.0,816.0,76.3,78.11,77.8,1.37,2,9,False,25.2
8/1/24 10:00,75.38,4127.0,4228.180310961482,25.8,66.8,4.9,862.0,491.0,387.0,175.0,1255.0,777.0,78.99,76.3,76.89,1.88,2,10,False,25.51
8/1/24 11:00,81.16,4109.0,4109.339992228,25.3,56.1,5.0,824.0,485.0,372.0,186.0,1234.0,792.0,75.38,78.99,78.51,2.92,2,11,False,25.38
8/1/24 12:00,76.79,4230.0,4220.498048249925,25.7,59.2,5.3,827.0,505.0,328.0,193.0,1106.0,685.0,81.16,75.38,77.78,3.01,2,12,False,24.26
8/1/24 13:00,73.65,4345.0,4327.127728859478,25.2,55.3,4.5,762.0,492.0,381.0,186.0,1187.0,772.0,76.79,81.16,77.2,3.77,2,13,False,24.37
8/1/24 14:00,73.05,4291.0,4281.980415911879,23.6,53.7,4.8,688.0,514.0,377.0,189.0,1212.0,808.0,73.65,76.79,74.5,2.01,2,14,False,25.17
8/1/24 15:00,75.98,4035.0,4103.642423733827,24.3,55.0,5.4,871.0,481.0,379.0,200.0,1205.0,773.0,73.05,73.65,74.23,1.55,2,15,False,26.27
8/1/24 16:00,74.39,4086.0,3975.4069044335247,23.9,55.6,6.2,768.0,500.0,378.0,189.0,1142.0,770.0,75.98,73.05,74.47,1.47,2,16,False,26.11
8/1/24 17:00,76.1,4272.0,4348.671685064816,25.9,59.8,2.7,731.0,513.0,357.0,191.0,1318.0,752.0,74.39,75.98,75.49,0.95,2,17,False,24.84
8/1/24 18:00,75.45,4073.0,4001.8021423774926,23.4,69.8,4.6,787.0,458.0,386.0,157.0,1107.0,813.0,76.1,74.39,75.31,0.86,2,18,False,24.58
8/1/24 19:00,74.19,4141.0,4127.667383538279,25.4,54.5,5.3,822.0,542.0,387.0,199.0,1116.0,799.0,75.45,76.1,75.25,0.97,2,19,False,27.24
8/1/24 20:00,72.48,4212.0,4190.537778985067,25.4,56.0,3.9,760.0,494.0,388.0,189.0,1181.0,806.0,74.19,75.45,74.04,1.49,2,20,True,25.43
8/1/24 21:00,70.98,4053.0,4082.427663488536,26.3,57.8,7.1,823.0,459.0,392.0,222.0,1274.0,729.0,72.48,74.19,72.55,1.61,2,21,False,26.47
8/1/24 22:00,72.96,4153.0,4073.093782405813,24.0,60.1,4.2,811.0,503.0,387.0,170.0,1126.0,776.0,70.98,72.48,72.14,1.03,2,22,False,25.52
8/1/24 23:00,75.41,4002.0,4025.108633304097,25.1,59.5,5.0,700.0,501.0,372.0,152.0,1153.0,772.0,72.96,70.98,73.12,2.22,2,23,False,25.61
9/1/24 00:00,73.97,4068.0,4169.215481164342,26.7,64.6,5.7,717.0,498.0,377.0,200.0,1219.0,771.0,75.41,72.96,74.11,1.23,3,0,False,26.43
9/1/24 01:00,70.9,4153.0,4084.8412997703595,23.7,46.1,4.3,796.0,520.0,379.0,194.0,1164.0,760.0,73.97,75.41,73.43,2.3,3,1,False,26.32
9/1/24 02:00,73.59,3954.0,3963.4853083805197,22.8,46.3,2.8,610.0,515.0,380.0,166.0,1147.0,768.0,70.9,73.97,72.82,1.67,3,2,False,26.83
9/1/24 03:00,73.86,4150.0,4116.900891110169,22.4,55.8,4.5,735.0,506.0,393.0,155.0,1191.0,803.0,73.59,70.9,72.78,1.64,3,3,True,25.4
9/1/24 04:00,71.18,4097.0,4118.294360309652,25.0,63.8,6.2,668.0,509.0,388.0,216.0,1175.0,720.0,73.86,73.59,72.88,1.48,3,4,False,27.17
9/1/24 05:00,73.12,4147.0,4147.957388870787,22.3,50.5,4.6,713.0,498.0,410.0,212.0,1212.0,830.0,71.18,73.86,72.72,1.38,3,5,False,27.01
9/1/24 06:00,72.79,4106.0,4073.9256545477847,23.8,43.3,4.0,718.0,535.0,412.0,134.0,1225.0,791.0,73.12,71.18,72.36,1.04,3,6,False,26.33
9/1/24 07:00,70.25,4213.0,4237.393614243554,24.6,61.2,6.1,712.0,470.0,380.0,173.0,1174.0,774.0,72.79,73.12,72.05,1.57,3,7,False,24.28
9/1/24 08:00,73.12,4082.0,4172.217405489338,24.3,59.6,4.6,699.0,503.0,321.0,215.0,1173.0,802.0,70.25,72.79,72.05,1.57,3,8,False,25.45
9/1/24 09:00,73.4,4019.0,4009.454810413635,24.5,53.0,4.4,669.0,501.0,398.0,171.0,1168.0,731.0,73.12,70.25,72.26,1.74,3,9,False,26.62
9/1/24 10:00,74.32,4066.0,4101.9878971074095,24.2,53.5,5.2,835.0,516.0,371.0,170.0,1181.0,754.0,73.4,73.12,73.61,0.63,3,10,False,26.0
9/1/24 11:00,74.14,4101.0,4036.3363521064416,25.2,53.7,5.9,810.0,483.0,367.0,173.0,1158.0,770.0,74.32,73.4,73.95,0.49,3,11,False,24.95
9/1/24 12:00,69.15,4044.0,3996.1781811590995,23.0,59.1,7.9,655.0,465.0,373.0,156.0,1155.0,814.0,74.14,74.32,72.54,2.93,3,12,False,24.58
9/1/24 13:00,69.92,4036.0,4059.620313894019,23.2,55.4,6.0,788.0,503.0,373.0,143.0,1214.0,771.0,69.15,74.14,71.07,2.69,3,13,False,25.25
9/1/24 14:00,72.71,3954.0,4028.205801426798,23.0,61.0,6.4,685.0,505.0,389.0,197.0,1229.0,785.0,69.92,69.15,70.59,1.87,3,14,False,27.59
9/1/24 15:00,72.6,3950.0,3967.780667439283,24.6,44.3,4.4,708.0,529.0,356.0,139.0,1077.0,753.0,72.71,69.92,71.74,1.58,3,15,False,25.92
9/1/24 16:00,72.5,3869.0,3853.3470984738424,24.6,54.3,3.8,695.0,474.0,363.0,179.0,1152.0,785.0,72.6,72.71,72.6,0.11,3,16,False,26.26
9/1/24 17:00,79.07,4177.0,4176.964570271168,24.1,53.0,5.1,661.0,523.0,385.0,191.0,1116.0,820.0,72.5,72.6,74.72,3.76,3,17,False,26.31
9/1/24 18:00,72.41,3870.0,3807.4796133015143,24.8,57.4,5.1,739.0,547.0,389.0,143.0,1134.0,799.0,79.07,72.5,74.66,3.82,3,18,False,27.88
9/1/24 19:00,73.44,3917.0,3947.2257663177684,22.4,56.0,3.7,692.0,492.0,389.0,153.0,1169.0,767.0,72.41,79.07,74.97,3.59,3,19,False,26.4
9/1/24 20:00,72.98,3907.0,3951.1166531161703,25.2,62.7,4.8,658.0,473.0,368.0,195.0,1181.0,789.0,73.44,72.41,72.94,0.52,3,20,False,26.52
9/1/24 21:00,72.29,4061.0,4038.395483358346,25.0,49.5,5.5,612.0,491.0,365.0,180.0,1141.0,785.0,72.98,73.44,72.9,0.58,3,21,False,25.51
9/1/24 22:00,70.27,3935.0,3911.4978926120248,24.1,59.0,5.4,628.0,499.0,372.0,156.0,1050.0,783.0,72.29,72.98,71.85,1.41,3,22,False,26.1
9/1/24 23:00,72.34,4082.0,4095.293911482602,25.1,61.6,5.6,587.0,510.0,383.0,191.0,1097.0,800.0,70.27,72.29,71.63,1.18,3,23,False,26.56
10/1/24 00:00,69.2,3882.0,3860.1640131979702,21.6,68.1,5.3,665.0,487.0,402.0,190.0,1189.0,800.0,72.34,70.27,70.6,1.6,4,0,True,27.79
10/1/24 01:00,70.2,3970.0,3966.693369268709,22.7,56.4,4.4,600.0,530.0,349.0,170.0,1006.0,762.0,69.2,72.34,70.58,1.6,4,1,False,26.42
10/1/24 02:00,69.63,3851.0,3955.9860894583258,22.5,60.5,4.4,642.0,476.0,377.0,146.0,1202.0,785.0,70.2,69.2,69.68,0.5,4,2,False,25.94
10/1/24 03:00,70.7,4141.0,4128.6487149627,23.9,49.9,3.6,719.0,464.0,360.0,154.0,1168.0,754.0,69.63,70.2,70.18,0.54,4,3,False,23.62
10/1/24 04:00,75.1,3801.0,3783.082992398939,22.0,47.0,7.1,706.0,520.0,355.0,167.0,1207.0,737.0,70.7,69.63,71.81,2.9,4,4,False,27.41
10/1/24 05:00,66.68,3943.0,3910.622909718242,23.8,63.2,5.0,639.0,453.0,394.0,156.0,1130.0,756.0,75.1,70.7,70.83,4.21,4,5,False,25.44
10/1/24 06:00,71.73,3968.0,4005.209598574997,24.3,58.9,4.7,632.0,494.0,388.0,178.0,1036.0,761.0,66.68,75.1,71.17,4.24,4,6,False,26.71
10/1/24 07:00,67.08,3939.0,3929.9387913390947,23.6,64.9,3.9,725.0,560.0,387.0,127.0,1160.0,713.0,71.73,66.68,68.5,2.81,4,7,False,27.27
10/1/24 08:00,69.31,3871.0,3838.5313480839286,23.1,52.1,8.5,652.0,497.0,394.0,127.0,1202.0,788.0,67.08,71.73,69.37,2.33,4,8,False,26.3
10/1/24 09:00,72.39,3870.0,3936.0652016136505,21.8,61.6,3.7,605.0,475.0,373.0,159.0,1183.0,679.0,69.31,67.08,69.59,2.67,4,9,False,26.02
10/1/24 10:00,70.3,3880.0,3950.980150225682,21.9,68.4,4.5,545.0,496.0,374.0,144.0,1103.0,843.0,72.39,69.31,70.67,1.57,4,10,False,26.13
10/1/24 11:00,67.99,3853.0,3822.978821713065,23.9,61.2,5.5,631.0,496.0,413.0,140.0,1140.0,806.0,70.3,72.39,70.23,2.2,4,11,False,27.23
10/1/24 12:00,68.68,3957.0,3863.673002431969,23.4,60.5,5.7,647.0,500.0,376.0,116.0,1108.0,753.0,67.99,70.3,68.99,1.19,4,12,False,25.07
10/1/24 13:00,71.44,4075.0,4125.375684491846,22.5,59.2,6.1,569.0,510.0,391.0,151.0,1093.0,761.0,68.68,67.99,69.37,1.83,4,13,False,25.82
10/1/24 14:00,68.6,3791.0,3756.768508712,22.0,51.3,7.2,610.0,476.0,380.0,148.0,1181.0,769.0,71.44,68.68,69.57,1.62,4,14,False,26.48
10/1/24 15:00,70.47,3702.0,3741.5312799581384,20.3,65.9,5.6,572.0,530.0,352.0,161.0,1073.0,742.0,68.6,71.44,70.17,1.44,4,15,False,28.17
10/1/24 16:00,70.11,3824.0,3725.4948091144083,21.2,56.1,3.7,575.0,501.0,349.0,148.0,1087.0,765.0,70.47,68.6,69.73,0.99,4,16,False,26.1
10/1/24 17:00,68.71,4083.0,4127.6298669149655,24.1,61.7,4.7,455.0,510.0,371.0,142.0,1076.0,754.0,70.11,70.47,69.76,0.93,4,17,False,25.06
10/1/24 18:00,74.29,3738.0,3677.441403535961,20.9,51.4,5.4,562.0,483.0,396.0,167.0,1056.0,755.0,68.71,70.11,71.04,2.9,4,18,False,27.98
10/1/24 19:00,71.27,3975.0,4011.5382059533263,22.3,53.3,7.5,616.0,521.0,392.0,116.0,1137.0,763.0,74.29,68.71,71.42,2.79,4,19,False,25.89
10/1/24 20:00,65.95,3972.0,3972.7136533918215,23.0,66.4,3.3,531.0,490.0,393.0,151.0,1187.0,718.0,71.27,74.29,70.5,4.22,4,20,False,26.03
10/1/24 21:00,70.38,3742.0,3694.3030290301676,20.7,57.5,6.4,559.0,500.0,365.0,106.0,1119.0,758.0,65.95,71.27,69.2,2.85,4,21,False,25.95
10/1/24 22:00,68.69,3848.0,3827.648184353661,22.1,66.6,5.2,513.0,476.0,404.0,121.0,1052.0,761.0,70.38,65.95,68.34,2.24,4,22,False,26.01
10/1/24 23:00,71.73,3947.0,3981.315922847835,22.7,58.9,6.0,563.0,474.0,365.0,112.0,1169.0,760.0,68.69,70.38,70.27,1.52,4,23,False,24.09
11/1/24 00:00,68.46,3739.0,3744.2947226557617,21.7,50.1,4.9,528.0,508.0,383.0,150.0,1210.0,749.0,71.73,68.69,69.63,1.83,5,0,False,27.84
11/1/24 01:00,69.83,3750.0,3779.220649023624,24.5,63.8,4.0,486.0,485.0,379.0,132.0,1093.0,789.0,68.46,71.73,70.01,1.64,5,1,False,26.56
11/1/24 02:00,71.1,3706.0,3804.8220292257743,19.9,56.4,5.9,594.0,476.0,377.0,131.0,1101.0,744.0,69.83,68.46,69.8,1.32,5,2,True,26.55
11/1/24 03:00,71.85,3656.0,3577.7879194144475,22.6,62.9,5.8,567.0,480.0,399.0,108.0,1150.0,761.0,71.1,69.83,70.93,1.02,5,3,False,27.0
11/1/24 04:00,67.75,3686.0,3766.8606287484313,21.3,59.5,6.2,485.0,507.0,369.0,123.0,1205.0,793.0,71.85,71.1,70.23,2.18,5,4,False,27.1
11/1/24 05:00,69.52,3622.0,3627.2177968761607,22.1,51.7,5.0,534.0,480.0,359.0,112.0,1097.0,751.0,67.75,71.85,69.71,2.06,5,5,False,26.26
11/1/24 06:00,69.28,3741.0,3696.0607975838434,21.7,60.3,4.3,529.0,490.0,379.0,133.0,1056.0,760.0,69.52,67.75,68.85,0.96,5,6,False,26.78
11/1/24 07:00,68.96,3654.0,3587.4843187130505,20.5,70.4,3.1,528.0,492.0,373.0,104.0,1153.0,750.0,69.28,69.52,69.25,0.28,5,7,False,26.52
11/1/24 08:00,73.85,3748.0,3738.5439804611483,21.4,61.9,6.0,405.0,453.0,430.0,149.0,1161.0,790.0,68.96,69.28,70.7,2.74,5,8,False,27.53
11/1/24 09:00,71.18,3563.0,3609.0825055962227,19.2,59.2,5.5,534.0,462.0,389.0,87.0,1121.0,744.0,73.85,68.96,71.33,2.45,5,9,False,26.33
11/1/24 10:00,67.9,3746.0,3739.6225439811233,21.6,64.9,3.8,449.0,498.0,373.0,103.0,1092.0,790.0,71.18,73.85,70.98,2.98,5,10,False,26.0
11/1/24 11:00,72.32,3790.0,3865.5577465123674,21.2,60.6,4.4,453.0,476.0,363.0,151.0,1169.0,748.0,67.9,71.18,70.47,2.29,5,11,False,26.12
11/1/24 12:00,74.79,3501.0,3428.441215497422,21.4,60.6,4.4,596.0,511.0,350.0,107.0,1145.0,725.0,72.32,67.9,71.67,3.49,5,12,False,27.65
11/1/24 13:00,72.68,3732.0,3731.3955526076975,21.8,54.1,3.2,473.0,509.0,363.0,88.0,1080.0,771.0,74.79,72.32,73.26,1.33,5,13,False,25.72
11/1/24 14:00,67.65,3811.0,3748.380327779344,21.0,60.7,4.0,432.0,504.0,380.0,117.0,1120.0,741.0,72.68,74.79,71.71,3.67,5,14,False,26.27
11/1/24 15:00,69.79,3562.0,3580.1815941312484,20.7,64.7,3.6,334.0,525.0,400.0,102.0,1049.0,769.0,67.65,72.68,70.04,2.52,5,15,False,28.83
11/1/24 16:00,73.37,3844.0,3888.344369504865,19.6,55.4,4.5,507.0,487.0,395.0,93.0,1151.0,668.0,69.79,67.65,70.27,2.89,5,16,False,25.36
11/1/24 17:00,69.51,3713.0,3691.9619103159475,19.7,66.7,4.1,364.0,501.0,381.0,86.0,1103.0,750.0,73.37,69.79,70.89,2.15,5,17,False,26.07
11/1/24 18:00,71.9,3595.0,3464.789307168643,21.5,59.2,3.0,374.0,476.0,373.0,161.0,1093.0,735.0,69.51,73.37,71.59,1.95,5,18,False,28.09
11/1/24 19:00,72.65,3655.0,3664.9474073398246,21.7,55.2,7.4,401.0,537.0,382.0,99.0,1113.0,717.0,71.9,69.51,71.35,1.64,5,19,False,27.85
11/1/24 20:00,69.34,3711.0,3732.8369275866753,19.9,64.6,6.5,481.0,527.0,370.0,64.0,1116.0,732.0,72.65,71.9,71.3,1.74,5,20,False,25.9
11/1/24 21:00,71.17,3657.0,3677.214737748085,20.1,58.2,4.1,442.0,487.0,403.0,131.0,1158.0,731.0,69.34,72.65,71.05,1.66,5,21,False,27.92
11/1/24 22:00,64.9,3698.0,3759.7891095911077,19.1,63.5,5.3,389.0,494.0,374.0,111.0,1143.0,746.0,71.17,69.34,68.47,3.22,5,22,False,26.47
11/1/24 23:00,69.44,3547.0,3493.4473160175476,21.0,58.2,5.5,405.0,513.0,376.0,82.0,1105.0,707.0,64.9,71.17,68.5,3.24,5,23,False,27.38
12/1/24 00:00,71.09,3651.0,3685.0108052725222,20.5,59.4,6.4,353.0,483.0,344.0,77.0,1150.0,757.0,69.44,64.9,68.48,3.21,6,0,True,24.76
12/1/24 01:00,69.21,3487.0,3546.625375623899,21.6,62.2,4.0,383.0,472.0,374.0,107.0,1132.0,788.0,71.09,69.44,69.91,1.03,6,1,False,27.33
12/1/24 02:00,75.09,3612.0,3523.070620799674,18.7,61.2,6.3,372.0,502.0,389.0,87.0,1090.0,755.0,69.21,71.09,71.8,3.0,6,2,False,27.08
12/1/24 03:00,69.08,3528.0,3543.982591295949,19.1,49.7,4.3,410.0,486.0,360.0,52.0,1105.0,771.0,75.09,69.21,71.13,3.43,6,3,True,25.45
12/1/24 04:00,71.18,3540.0,3514.7910084496166,19.7,54.1,3.4,403.0,488.0,365.0,124.0,1103.0,779.0,69.08,75.09,71.78,3.05,6,4,False,27.6
12/1/24 05:00,72.44,3733.0,3728.9238663449178,20.0,64.4,5.9,372.0,467.0,388.0,78.0,1135.0,783.0,71.18,69.08,70.9,1.7,6,5,False,24.99
12/1/24 06:00,75.19,3714.0,3731.3838241769167,19.0,59.1,6.5,322.0,449.0,354.0,115.0,1091.0,802.0,72.44,71.18,72.94,2.05,6,6,False,24.72
12/1/24 07:00,69.56,3661.0,3636.638571794322,18.3,57.2,8.1,370.0,487.0,392.0,109.0,1090.0,730.0,75.19,72.44,72.4,2.82,6,7,False,26.99
12/1/24 08:00,74.9,3486.0,3452.2145960419193,19.9,53.0,3.6,321.0,500.0,368.0,61.0,1207.0,724.0,69.56,75.19,73.22,3.17,6,8,False,26.65
12/1/24 09:00,72.72,3559.0,3560.707620874401,19.7,54.4,5.8,264.0,477.0,370.0,100.0,1155.0,768.0,74.9,69.56,72.39,2.68,6,9,False,26.61
12/1/24 10:00,70.88,3708.0,3653.6377030568597,18.0,49.7,4.5,291.0,510.0,358.0,65.0,1070.0,766.0,72.72,74.9,72.83,2.01,6,10,False,25.16
12/1/24 11:00,73.91,3597.0,3542.7087435557405,20.1,59.3,5.9,308.0,467.0,381.0,38.0,1136.0,768.0,70.88,72.72,72.5,1.53,6,11,False,24.63
12/1/24 12:00,73.53,3811.0,3844.968664147825,19.9,56.8,3.2,341.0,459.0,412.0,65.0,1113.0,801.0,73.91,70.88,72.77,1.65,6,12,False,24.56
12/1/24 13:00,72.07,3614.0,3556.5602982420673,18.7,55.0,3.5,279.0,478.0,386.0,80.0,1126.0,744.0,73.53,73.91,73.17,0.97,6,13,False,26.12
12/1/24 14:00,73.56,3590.0,3623.3156250454604,18.6,59.5,4.1,220.0,478.0,361.0,61.0,1113.0,757.0,72.07,73.53,73.05,0.85,6,14,False,25.07
12/1/24 15:00,72.81,3536.0,3559.1295646426975,19.0,61.7,5.1,276.0,494.0,391.0,62.0,1166.0,714.0,73.56,72.07,72.81,0.75,6,15,False,26.78
12/1/24 16:00,73.96,3577.0,3490.7096635604703,17.5,70.3,4.2,272.0,463.0,369.0,89.0,1123.0,807.0,72.81,73.56,73.44,0.58,6,16,False,25.75
12/1/24 17:00,75.21,3544.0,3510.121767383217,18.3,52.3,5.8,268.0,505.0,394.0,67.0,1102.0,733.0,73.96,72.81,73.99,1.2,6,17,False,27.26
12/1/24 18:00,77.22,3627.0,3686.7054701523684,16.0,65.7,6.2,297.0,517.0,386.0,46.0,1157.0,734.0,75.21,73.96,75.46,1.64,6,18,False,26.16
12/1/24 19:00,71.73,3648.0,3598.9417234430157,18.9,64.7,5.7,294.0,476.0,329.0,75.0,1116.0,732.0,77.22,75.21,74.72,2.78,6,19,False,24.12
12/1/24 20:00,78.64,3471.0,3447.7797868845305,16.4,56.0,6.9,206.0,501.0,358.0,63.0,1111.0,723.0,71.73,77.22,75.86,3.65,6,20,False,26.56
12/1/24 21:00,70.64,3413.0,3436.103044662595,19.4,60.9,5.5,197.0,455.0,387.0,7.0,1120.0,721.0,78.64,71.73,73.67,4.34,6,21,True,24.88
12/1/24 22:00,74.41,3359.0,3398.16952546413,17.4,57.6,3.5,168.0,497.0,375.0,64.0,1099.0,727.0,70.64,78.64,74.56,4.0,6,22,False,27.87
12/1/24 23:00,76.06,3591.0,3578.423055697775,17.4,60.8,6.6,247.0,496.0,357.0,61.0,1104.0,701.0,74.41,70.64,73.7,2.78,6,23,False,25.45
13/1/24 00:00,75.62,3427.0,3397.124490265418,16.9,67.5,4.3,277.0,491.0,363.0,52.0,1074.0,718.0,76.06,74.41,75.36,0.85,0,0,False,26.44
13/1/24 01:00,73.98,3319.0,3390.1184930849254,17.2,63.0,6.1,181.0,473.0,343.0,67.0,1066.0,800.0,75.62,76.06,75.22,1.1,0,1,False,26.6
13/1/24 02:00,74.99,3571.0,3657.944983189879,18.8,62.5,6.9,177.0,414.0,370.0,34.0,1053.0,764.0,73.98,75.62,74.86,0.83,0,2,False,22.91
13/1/24 03:00,74.6,3778.0,3826.9429025390896,14.8,57.8,5.5,255.0,460.0,405.0,52.0,1033.0,769.0,74.99,73.98,74.52,0.51,0,3,False,24.27
13/1/24 04:00,74.59,3526.0,3530.265907128251,18.4,52.5,3.2,199.0,459.0,383.0,12.0,1058.0,777.0,74.6,74.99,74.73,0.23,0,4,False,24.22
13/1/24 05:00,77.65,3608.0,3567.5867139179536,17.4,58.9,3.9,188.0,452.0,404.0,50.0,1093.0,796.0,74.59,74.6,75.61,1.76,0,5,False,25.11
13/1/24 06:00,76.84,3530.0,3488.477779672172,15.8,66.0,6.6,98.0,473.0,384.0,79.0,1107.0,688.0,77.65,74.59,76.36,1.59,0,6,False,26.52
13/1/24 07:00,74.93,3510.0,3536.1257052632877,15.8,52.3,4.8,184.0,462.0,386.0,18.0,1088.0,704.0,76.84,77.65,76.47,1.4,0,7,False,24.67
13/1/24 08:00,78.3,3610.0,3630.9199110444342,18.5,54.7,5.1,96.0,453.0,400.0,20.0,984.0,717.0,74.93,76.84,76.69,1.69,0,8,True,24.18
13/1/24 09:00,77.31,3487.0,3557.0799296473215,15.7,60.6,5.9,78.0,448.0,375.0,19.0,1180.0,727.0,78.3,74.93,76.85,1.73,0,9,False,24.15
13/1/24 10:00,78.51,3541.0,3573.522504626807,15.4,55.0,5.8,109.0,454.0,367.0,34.0,1156.0,732.0,77.31,78.3,78.04,0.64,0,10,False,24.15
13/1/24 11:00,78.33,3545.0,3469.845984912009,17.6,56.0,5.3,89.0,490.0,385.0,8.0,1123.0,727.0,78.51,77.31,78.05,0.65,0,11,True,24.91
13/1/24 12:00,75.61,3444.0,3496.597380886146,16.7,57.9,4.7,99.0,454.0,391.0,36.0,1196.0,747.0,78.33,78.51,77.48,1.62,0,12,False,25.58
13/1/24 13:00,76.34,3608.0,3558.096968634279,15.3,53.2,4.6,31.0,456.0,361.0,43.0,1052.0,742.0,75.61,78.33,76.76,1.41,0,13,False,23.84
